"ID","NR","Eligible","Exclude_reason","ID_P","ID_subgroup","ID_iv","ID_dv","ID_report","ID_Wave","Authors","AUTHO0","AUTHO1","Pub_Year","Title","Journal","Doi","Pub_type","Design","Waves","Age_measure","Age_m_iv","Age_sd_iv","Age_m_dv","Age_sd_dv","male","N","N_m","N_f","SES","SES0","Country","P_Instrument","P_INS0","P_OBS","P_PR","P_SPR","P_CR","P_MIX","P_Inv","P_pos","P_Neg","P_Inc","P_War","P_Acc","P_Sen","P_Sup","P_Mon_poor","P_Mon","P_dir","P_Dem","P_Aut","P_prot","P_Con","P_Str_Con","P_B_Con","P_P_Con","P_Pun","P_Dis_indu","P_Dis","P_C_Dis","P_I_Dis","P_Hos","P_cor_pun","P_har","P_Rej","PB_instrument","PB_OBS","PB_PR","PB_PR_WHOM","PB_CR","PB_TR","PB_FR","PB_MIX","PB_PB","PB_toM","PB_toF","PB_toFR","PB_toFAM","PB_toSTR","PB_Alt","PB_Emp","PB_Sym","PB_com","PB_coop","PB_sha","M_IV","M_IV_SD","M_DV","M_DV_SD","R","R_m_f","B","ID_Copy","Eligible_copy","Lableparenting_copy","P_W","P_S","P_P","P_C","P_I","P_H","P_po","P_ne","filter_."
14,14,"yes","                                                                                                                                                                                                                                                               ","mother","                                                                                                    ","warmth                                                                                              ","                                                                                                    ","                                                                                                    ","1                                                                                                   ","Dekovic & Janssens                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",1992,"Parents' child-Rearing style and child's sociometric status.                                                                                                                                                                                                   ","Developmental Psychology                                                                                                                                                                                                                                       ","                                                                                                                                                                                                                                                               ","journal article","cross",1,"Years",8.5,NA,8.5,NA,50.89,112,NA,NA,"middle to higher class                                                                                                                                                                                                                                         ","                                                ","Netherlands                                                                                                                                                                                                                                                    ","Rating scales for parental behavior: support,  negativity, warmth, responsiveness, power assertion, induction, demandingness and restrictiveness and more verbal behavior                                                                                      ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Prosocial behavior questionnair and peer nominations on helpful                                                                                                                                ","Nee","Nee","0","Nee","Nee","Nee","Ja","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,NA,NA,NA,0.252,0.596,NA,14,"don't know (yet)","warmth                                                                                              ","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Selected"
14,14,"yes","                                                                                                                                                                                                                                                               ","mother","                                                                                                    ","sensitivity                                                                                         ","                                                                                                    ","                                                                                                    ","1                                                                                                   ","Dekovic & Janssens                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",1992,"Parents' child-Rearing style and child's sociometric status.                                                                                                                                                                                                   ","Developmental Psychology                                                                                                                                                                                                                                       ","                                                                                                                                                                                                                                                               ","journal article","cross",1,"Years",8.5,NA,8.5,NA,50.89,112,NA,NA,"middle to higher class                                                                                                                                                                                                                                         ","                                                ","Netherlands                                                                                                                                                                                                                                                    ","Rating scales for parental behavior: support,  negativity, warmth, responsiveness, power assertion, induction, demandingness and restrictiveness and more verbal behavior                                                                                      ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Prosocial behavior questionnair and peer nominations on helpful                                                                                                                                ","Nee","Nee","0","Nee","Nee","Nee","Ja","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,NA,NA,NA,0.286,0.725,NA,14,"don't know (yet)","sensitivity                                                                                         ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Selected"
14,14,"yes","                                                                                                                                                                                                                                                               ","mother","                                                                                                    ","inductive disc                                                                                      ","                                                                                                    ","                                                                                                    ","1                                                                                                   ","Dekovic & Janssens                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",1992,"Parents' child-Rearing style and child's sociometric status.                                                                                                                                                                                                   ","Developmental Psychology                                                                                                                                                                                                                                       ","                                                                                                                                                                                                                                                               ","journal article","cross",1,"Years",8.5,NA,8.5,NA,50.89,112,NA,NA,"middle to higher class                                                                                                                                                                                                                                         ","                                                ","Netherlands                                                                                                                                                                                                                                                    ","Rating scales for parental behavior: support,  negativity, warmth, responsiveness, power assertion, induction, demandingness and restrictiveness and more verbal behavior                                                                                      ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Prosocial behavior questionnair and peer nominations on helpful                                                                                                                                ","Nee","Nee","0","Nee","Nee","Nee","Ja","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,NA,NA,NA,0.254,0.437,NA,14,"don't know (yet)","inductive disc                                                                                      ","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Selected"
14,14,"yes","                                                                                                                                                                                                                                                               ","mother","                                                                                                    ","demandingness/autonomy supp?                                                                        ","                                                                                                    ","                                                                                                    ","1                                                                                                   ","Dekovic & Janssens                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",1992,"Parents' child-Rearing style and child's sociometric status.                                                                                                                                                                                                   ","Developmental Psychology                                                                                                                                                                                                                                       ","                                                                                                                                                                                                                                                               ","journal article","cross",1,"Years",8.5,NA,8.5,NA,50.89,112,NA,NA,"middle to higher class                                                                                                                                                                                                                                         ","                                                ","Netherlands                                                                                                                                                                                                                                                    ","Rating scales for parental behavior: support,  negativity, warmth, responsiveness, power assertion, induction, demandingness and restrictiveness and more verbal behavior                                                                                      ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Prosocial behavior questionnair and peer nominations on helpful                                                                                                                                ","Nee","Nee","0","Nee","Nee","Nee","Ja","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,NA,NA,NA,0.206,0.605,NA,14,"don't know (yet)","demandingness/autonomy supp?                                                                        ","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Selected"
14,14,"yes","                                                                                                                                                                                                                                                               ","mother","                                                                                                    ","power assertion                                                                                     ","                                                                                                    ","                                                                                                    ","1                                                                                                   ","Dekovic & Janssens                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",1992,"Parents' child-Rearing style and child's sociometric status.                                                                                                                                                                                                   ","Developmental Psychology                                                                                                                                                                                                                                       ","                                                                                                                                                                                                                                                               ","journal article","cross",1,"Years",8.5,NA,8.5,NA,50.89,112,NA,NA,"middle to higher class                                                                                                                                                                                                                                         ","                                                ","Netherlands                                                                                                                                                                                                                                                    ","Rating scales for parental behavior: support,  negativity, warmth, responsiveness, power assertion, induction, demandingness and restrictiveness and more verbal behavior                                                                                      ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Prosocial behavior questionnair and peer nominations on helpful                                                                                                                                ","Nee","Nee","0","Nee","Nee","Nee","Ja","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,NA,NA,NA,-0.102,0.585,NA,14,"don't know (yet)","power assertion                                                                                     ","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Selected"
14,14,"yes","                                                                                                                                                                                                                                                               ","mother","                                                                                                    ","strict                                                                                              ","                                                                                                    ","                                                                                                    ","1                                                                                                   ","Dekovic & Janssens                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",1992,"Parents' child-Rearing style and child's sociometric status.                                                                                                                                                                                                   ","Developmental Psychology                                                                                                                                                                                                                                       ","                                                                                                                                                                                                                                                               ","journal article","cross",1,"Years",8.5,NA,8.5,NA,50.89,112,NA,NA,"middle to higher class                                                                                                                                                                                                                                         ","                                                ","Netherlands                                                                                                                                                                                                                                                    ","Rating scales for parental behavior: support,  negativity, warmth, responsiveness, power assertion, induction, demandingness and restrictiveness and more verbal behavior                                                                                      ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Prosocial behavior questionnair and peer nominations on helpful                                                                                                                                ","Nee","Nee","0","Nee","Nee","Nee","Ja","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,NA,NA,NA,0.114,0.469,NA,14,"don't know (yet)","strict                                                                                              ","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Selected"
14,14,"yes","                                                                                                                                                                                                                                                               ","father","                                                                                                    ","warmth                                                                                              ","                                                                                                    ","                                                                                                    ","1                                                                                                   ","Dekovic & Janssens                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",1992,"Parents' child-Rearing style and child's sociometric status.                                                                                                                                                                                                   ","Developmental Psychology                                                                                                                                                                                                                                       ","                                                                                                                                                                                                                                                               ","journal article","cross",1,"Years",8.5,NA,8.5,NA,50.89,112,NA,NA,"middle to higher class                                                                                                                                                                                                                                         ","                                                ","Netherlands                                                                                                                                                                                                                                                    ","Rating scales for parental behavior: support,  negativity, warmth, responsiveness, power assertion, induction, demandingness and restrictiveness and more verbal behavior                                                                                      ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Prosocial behavior questionnair and peer nominations on helpful                                                                                                                                ","Nee","Nee","0","Nee","Nee","Nee","Ja","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,NA,NA,NA,0.328,0.596,NA,14,"don't know (yet)","warmth                                                                                              ","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Selected"
14,14,"yes","                                                                                                                                                                                                                                                               ","father","                                                                                                    ","sensitivity                                                                                         ","                                                                                                    ","                                                                                                    ","1                                                                                                   ","Dekovic & Janssens                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",1992,"Parents' child-Rearing style and child's sociometric status.                                                                                                                                                                                                   ","Developmental Psychology                                                                                                                                                                                                                                       ","                                                                                                                                                                                                                                                               ","journal article","cross",1,"Years",8.5,NA,8.5,NA,50.89,112,NA,NA,"middle to higher class                                                                                                                                                                                                                                         ","                                                ","Netherlands                                                                                                                                                                                                                                                    ","Rating scales for parental behavior: support,  negativity, warmth, responsiveness, power assertion, induction, demandingness and restrictiveness and more verbal behavior                                                                                      ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Prosocial behavior questionnair and peer nominations on helpful                                                                                                                                ","Nee","Nee","0","Nee","Nee","Nee","Ja","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,NA,NA,NA,0.338,0.725,NA,14,"don't know (yet)","sensitivity                                                                                         ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Selected"
14,14,"yes","                                                                                                                                                                                                                                                               ","father","                                                                                                    ","inductive disc                                                                                      ","                                                                                                    ","                                                                                                    ","1                                                                                                   ","Dekovic & Janssens                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",1992,"Parents' child-Rearing style and child's sociometric status.                                                                                                                                                                                                   ","Developmental Psychology                                                                                                                                                                                                                                       ","                                                                                                                                                                                                                                                               ","journal article","cross",1,"Years",8.5,NA,8.5,NA,50.89,112,NA,NA,"middle to higher class                                                                                                                                                                                                                                         ","                                                ","Netherlands                                                                                                                                                                                                                                                    ","Rating scales for parental behavior: support,  negativity, warmth, responsiveness, power assertion, induction, demandingness and restrictiveness and more verbal behavior                                                                                      ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Prosocial behavior questionnair and peer nominations on helpful                                                                                                                                ","Nee","Nee","0","Nee","Nee","Nee","Ja","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,NA,NA,NA,0.301,0.437,NA,14,"don't know (yet)","inductive disc                                                                                      ","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Selected"
14,14,"yes","                                                                                                                                                                                                                                                               ","father","                                                                                                    ","demandingness/autonomy supp?                                                                        ","                                                                                                    ","                                                                                                    ","1                                                                                                   ","Dekovic & Janssens                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",1992,"Parents' child-Rearing style and child's sociometric status.                                                                                                                                                                                                   ","Developmental Psychology                                                                                                                                                                                                                                       ","                                                                                                                                                                                                                                                               ","journal article","cross",1,"Years",8.5,NA,8.5,NA,50.89,112,NA,NA,"middle to higher class                                                                                                                                                                                                                                         ","                                                ","Netherlands                                                                                                                                                                                                                                                    ","Rating scales for parental behavior: support,  negativity, warmth, responsiveness, power assertion, induction, demandingness and restrictiveness and more verbal behavior                                                                                      ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Prosocial behavior questionnair and peer nominations on helpful                                                                                                                                ","Nee","Nee","0","Nee","Nee","Nee","Ja","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,NA,NA,NA,0.28,0.605,NA,14,"don't know (yet)","demandingness/autonomy supp?                                                                        ","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Selected"
14,14,"yes","                                                                                                                                                                                                                                                               ","father","                                                                                                    ","power assertion                                                                                     ","                                                                                                    ","                                                                                                    ","1                                                                                                   ","Dekovic & Janssens                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",1992,"Parents' child-Rearing style and child's sociometric status.                                                                                                                                                                                                   ","Developmental Psychology                                                                                                                                                                                                                                       ","                                                                                                                                                                                                                                                               ","journal article","cross",1,"Years",8.5,NA,8.5,NA,50.89,112,NA,NA,"middle to higher class                                                                                                                                                                                                                                         ","                                                ","Netherlands                                                                                                                                                                                                                                                    ","Rating scales for parental behavior: support,  negativity, warmth, responsiveness, power assertion, induction, demandingness and restrictiveness and more verbal behavior                                                                                      ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Prosocial behavior questionnair and peer nominations on helpful                                                                                                                                ","Nee","Nee","0","Nee","Nee","Nee","Ja","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,NA,NA,NA,-0.307,0.585,NA,14,"don't know (yet)","power assertion                                                                                     ","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Selected"
14,14,"yes","                                                                                                                                                                                                                                                               ","father","                                                                                                    ","strict                                                                                              ","                                                                                                    ","                                                                                                    ","1                                                                                                   ","Dekovic & Janssens                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",1992,"Parents' child-Rearing style and child's sociometric status.                                                                                                                                                                                                   ","Developmental Psychology                                                                                                                                                                                                                                       ","                                                                                                                                                                                                                                                               ","journal article","cross",1,"Years",8.5,NA,8.5,NA,50.89,112,NA,NA,"middle to higher class                                                                                                                                                                                                                                         ","                                                ","Netherlands                                                                                                                                                                                                                                                    ","Rating scales for parental behavior: support,  negativity, warmth, responsiveness, power assertion, induction, demandingness and restrictiveness and more verbal behavior                                                                                      ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Prosocial behavior questionnair and peer nominations on helpful                                                                                                                                ","Nee","Nee","0","Nee","Nee","Nee","Ja","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,NA,NA,NA,0.348,0.469,NA,14,"don't know (yet)","strict                                                                                              ","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Selected"
